Sl-No,Mole_frac_water,Temperature,Pressure,Activityt_water,Delta[Act]_comp0,Comp0,Comp1,Ref,IL_SMILES,Cation_SMILES,Anion_SMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
88,0.3004,308.11,100,0.3421,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
89,0.3004,313.08,100,0.333,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
90,0.3004,318.09,100,0.3258,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
91,0.3938,288.16,100,0.5008,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
92,0.3938,293.17,100,0.4901,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
93,0.3938,298.16,100,0.4793,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
94,0.3938,303.14,100,0.4688,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
95,0.3938,308.12,100,0.4594,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
96,0.3938,313.1,100,0.4491,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
97,0.3938,318.1,100,0.4403,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
98,0.5034,288.19,100,0.645,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
99,0.5034,293.18,100,0.6336,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
100,0.5034,298.19,100,0.6231,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
101,0.5034,303.15,100,0.6132,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
102,0.5034,308.13,100,0.6036,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
103,0.5034,313.11,100,0.5933,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
104,0.5034,318.12,100,0.5838,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
105,0.5969,288.18,100,0.7628,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
106,0.5969,293.18,100,0.7524,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
107,0.5969,298.19,100,0.7442,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
108,0.5969,303.15,100,0.7359,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
109,0.5969,308.15,100,0.7277,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
110,0.5969,313.12,100,0.7186,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
111,0.5969,318.13,100,0.7098,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
112,0.6792,288.18,100,0.8504,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
113,0.6792,293.19,100,0.8424,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
114,0.6792,298.2,100,0.8357,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
115,0.6792,303.16,100,0.8299,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
116,0.6792,308.15,100,0.8234,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
117,0.6792,313.13,100,0.8166,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
118,0.6792,318.14,100,0.8094,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
119,0.7038,288.18,100,0.8681,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
120,0.7038,293.19,100,0.8607,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
121,0.7038,298.19,100,0.8545,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
122,0.7038,303.15,100,0.8494,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
123,0.7038,308.14,100,0.8433,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
124,0.7038,313.12,100,0.837,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
125,0.7038,318.13,100,0.8301,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
126,0.7977,288.18,100,0.9405,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
127,0.7977,293.2,100,0.9362,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
128,0.7977,298.2,100,0.9331,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
129,0.7977,303.16,100,0.93,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
130,0.7977,308.14,100,0.9272,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
131,0.7977,313.12,100,0.9243,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
132,0.7977,318.13,100,0.9195,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
133,0.8239,288.17,100,0.9537,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
134,0.8239,293.17,100,0.9503,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
135,0.8239,298.17,100,0.9481,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
136,0.8239,303.13,100,0.9458,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
137,0.8239,308.12,100,0.944,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
138,0.8239,313.09,100,0.9414,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
139,0.8239,318.1,100,0.9377,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
140,0.8895,288.19,100,0.9747,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
141,0.8895,293.19,100,0.9724,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
142,0.8895,298.2,100,0.9715,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
143,0.8895,303.15,100,0.9714,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
144,0.8895,308.14,100,0.9703,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
145,0.8895,313.11,100,0.9702,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
146,0.8895,318.12,100,0.9676,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
147,0.94,288.16,100,0.9818,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
148,0.94,293.17,100,0.9807,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
149,0.94,298.18,100,0.9803,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
150,0.94,303.14,100,0.9809,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
151,0.94,308.13,100,0.9803,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
152,0.94,313.1,100,0.981,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
153,0.94,318.11,100,0.9803,0.002,water,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C10H16F4N2O3S,10,16,2,3,1,0,4,0,0,0
154,0.2298,288.14,100,0.2694,0.002,water,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCC[N+]1(CCCC1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCC[N+]1(CCCC1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C11H21F4NO3S,11,21,1,3,1,0,4,0,0,0
155,0.2298,293.14,100,0.2632,0.002,water,"1-butyl-1-methylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate",Havlov and Dohnal (2018),CCCC[N+]1(CCCC1)C.C(C(F)(F)S(=O)(=O)[O-])(F)F,CCCC[N+]1(CCCC1)C,C(C(F)(F)S(=O)(=O)[O-])(F)F,C11H21F4NO3S,11,21,1,3,1,0,4,0,0,0
