IonicLiuid,Cation,Anion,T(K),IL_SMILES,ST(exp),CSMILES,ASMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
,,,328.15,CCN1C=C[N+](C)=C1.CC(O)C([O-])=O,48.97,CCN1C=C[N+](C)=C1,CC(O)C([O-])=O,C9H16N2O3,9,16,2,3,0,0,0,0,0,0
,,,333.15,CCN1C=C[N+](C)=C1.CC(O)C([O-])=O,48.63,CCN1C=C[N+](C)=C1,CC(O)C([O-])=O,C9H16N2O3,9,16,2,3,0,0,0,0,0,0
[Emim]Phenolate,1-ethyl-3-dimethylimidazolium ([EMIM]+),phenolate ([Ph(OH)]-),293.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,45.3,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,303.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,44.6,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,313.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,43.8,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,323.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,43.1,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,333.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,42.4,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,343.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,41.7,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
,,,353.15,CCN1C=C[N+](C)=C1.[O-]C1=CC=CC=C1,40.3,CCN1C=C[N+](C)=C1,[O-]C1=CC=CC=C1,C12H16N2O,12,16,2,1,0,0,0,0,0,0
[Emim]Br,1-ethyl-3-dimethylimidazolium ([EMIM]+),bromide (Br-),343.14,CCN1C=C[N+](C)=C1.[Br-],62,CCN1C=C[N+](C)=C1,[Br-],C6H11BrN2,6,11,2,0,0,0,0,0,1,0
,,,348.29,CCN1C=C[N+](C)=C1.[Br-],61.9,CCN1C=C[N+](C)=C1,[Br-],C6H11BrN2,6,11,2,0,0,0,0,0,1,0
,,,352.84,CCN1C=C[N+](C)=C1.[Br-],61.3,CCN1C=C[N+](C)=C1,[Br-],C6H11BrN2,6,11,2,0,0,0,0,0,1,0
,,,358.28,CCN1C=C[N+](C)=C1.[Br-],61.2,CCN1C=C[N+](C)=C1,[Br-],C6H11BrN2,6,11,2,0,0,0,0,0,1,0
,,,364.1,CCN1C=C[N+](C)=C1.[Br-],60.5,CCN1C=C[N+](C)=C1,[Br-],C6H11BrN2,6,11,2,0,0,0,0,0,1,0
[Emim][SCN],1-ethyl-3-dimethylimidazolium ([EMIM]+),thiocyanate ([SCN]-),298.2,CCN1C=C[N+](C)=C1.[S-]C#N,53.3,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
,,,308.2,CCN1C=C[N+](C)=C1.[S-]C#N,52.3,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
,,,318.2,CCN1C=C[N+](C)=C1.[S-]C#N,51.8,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
,,,328.2,CCN1C=C[N+](C)=C1.[S-]C#N,50.5,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
,,,338.3,CCN1C=C[N+](C)=C1.[S-]C#N,49.8,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
,,,343.2,CCN1C=C[N+](C)=C1.[S-]C#N,49.4,CCN1C=C[N+](C)=C1,[S-]C#N,C7H11N3S,7,11,3,0,1,0,0,0,0,0
[Emim][DCN],1-ethyl-3-dimethylimidazolium ([EMIM]+),dicyanamide ([DCN]-),298.3,CCN1C=C[N+](C)=C1.N#C[N-]C#N,57.5,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
,,,308.2,CCN1C=C[N+](C)=C1.N#C[N-]C#N,56.6,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
,,,318.3,CCN1C=C[N+](C)=C1.N#C[N-]C#N,56.4,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
,,,328.2,CCN1C=C[N+](C)=C1.N#C[N-]C#N,56,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
,,,338.5,CCN1C=C[N+](C)=C1.N#C[N-]C#N,55,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
,,,343.4,CCN1C=C[N+](C)=C1.N#C[N-]C#N,54.9,CCN1C=C[N+](C)=C1,N#C[N-]C#N,C8H11N5,8,11,5,0,0,0,0,0,0,0
[Emim][TCN] Tricyanomathanide,1-ethyl-3-dimethylimidazolium ([EMIM]+),tricyanomathanide ([TCN]-),283.18,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,51.1,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,293.25,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,50.4,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,303.24,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,49.39,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,313.1,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,48.62,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,323.08,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,47.83,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,333.17,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,47.19,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,343.09,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,46.55,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
,,,353.36,CCN1C=C[N+](C)=C1.N#C[C-](C#N)C#N,44.68,CCN1C=C[N+](C)=C1,N#C[C-](C#N)C#N,C10H11N5,10,11,5,0,0,0,0,0,0,0
[Emim]tetracyanoborate,1-ethyl-3-dimethylimidazolium ([EMIM]+),tetracyanoborate ([B(CN)4]-),283.1,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,49.7,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,293.26,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,48.7,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,303.35,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,47.6,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,313.29,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,46.4,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,323.2,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,45.7,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,333.09,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,44.9,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,343.12,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,44.04,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
,,,353.45,CCN1C=C[N+](C)=C1.N#C[B-](C#N)(C#N)C#N,43.4,CCN1C=C[N+](C)=C1,N#C[B-](C#N)(C#N)C#N,C10H11BN6,10,11,6,0,0,0,0,0,0,0
[Emim][TFA],1-ethyl-3-dimethylimidazolium ([EMIM]+),trifluoroacetate ([TFA]-),293.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,49.3,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,298.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,49,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,303.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,48.6,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,308.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,48.3,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,313.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,48,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,318.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,47.8,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,323.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,47.5,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,328.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,47.2,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,333.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,46.9,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,338.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,46.5,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
,,,343.15,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,46.2,CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
[EMIM]GaCl4,1-ethyl-3-dimethylimidazolium ([EMIM]+),[GaCl4]-,288.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,52.94,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,298.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,51.51,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,303.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,51.04,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,308.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,50.82,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,313.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,50.4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,318.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,49.82,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,323.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,48.92,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,328.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,48.39,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,333.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,47.72,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,338.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,47.19,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
,,,343.15,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,46.79,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C6H11Cl4GaN2,6,11,2,0,0,0,0,4,0,0
[EMIM][InCl4],1-ethyl-3-dimethylimidazolium ([EMIM]+),[InCl4]-,293.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,52.78,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,298.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,52.62,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,303.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,52.32,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,308.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,51.87,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,313.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,51.59,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,318.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,51.31,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,323.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,50.91,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,328.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,50.55,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,333.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,50.11,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,338.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,49.93,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
,,,343.15,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,49.49,CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,C6H11Cl4InN2,6,11,2,0,0,0,0,4,0,0
[C3mim][Tf2N],1-propyl-3-dimethylimidazolium ([C3MIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),312.9,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,32.5,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,333.6,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,31.5,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,353.9,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30.2,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,393.5,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,28.8,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,433.3,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,27.6,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,453.2,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,26.8,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
,,,473.15,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.4,CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0
[C3MIM][Ala],1-propyl-3-dimethylimidazolium ([C3MIM]+),alaninate ([Ala]-),293.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,50.5,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,298.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,50.1,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,303.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,49.5,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,308.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,49.3,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,313.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,48.8,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,318.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,48.5,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,323.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,48.1,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,328.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,47.7,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,333.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,47.5,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,338.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,47.3,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
,,,343.15,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,47,CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C10H19N3O2,10,19,3,2,0,0,0,0,0,0
[C3MIM][Gly],1-propyl-3-dimethylimidazolium ([C3MIM]+),glycinate ([Gly]-),283.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,46.4,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,288.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,46.1,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,293.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,45.9,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,298.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,45.6,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,303.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,45.3,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,308.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,45,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,313.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,44.7,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,318.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,44.4,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,323.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,44,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
,,,328.15,CCCN1C=C[N+](C)=C1.NCC([O-])=O,43.7,CCCN1C=C[N+](C)=C1,NCC([O-])=O,C9H17N3O2,9,17,3,2,0,0,0,0,0,0
[C3MIM][Val],1-propyl-3-dimethylimidazolium ([C3MIM]+),valinate ([Val]-),298.15,CCCN1C=C[N+](C)=C1.CC(C)C(N)C([O-])=O,37.8,CCCN1C=C[N+](C)=C1,CC(C)C(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
[C3mim][Tau] taurate,1-propyl-3-dimethylimidazolium ([C3MIM]+),taurate ([Tau]-),288.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,50.4,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,293.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,50,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,298.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,49.5,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,303.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,49.1,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,308.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,48.7,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,313.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,48.3,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,318.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,48,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,323.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,47.6,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
,,,328.15,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,47.1,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,C9H19N3O3S,9,19,3,3,1,0,0,0,0,0
[C3MIM][Glu],1-propyl-3-dimethylimidazolium ([C3MIM]+),glutamate ([Glu]-),298.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,60.8,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
,,,318.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,54.7,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
,,,323.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,53.2,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
,,,328.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,51.8,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
,,,333.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,50.1,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
,,,338.15,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,48.7,CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C12H21N3O4,12,21,3,4,0,0,0,0,0,0
[C3MIM][Ace],1-propyl-3-dimethylimidazolium ([C3MIM]+),acetate ([Ace]-),298.15,CCCN1C=C[N+](C)=C1.CC([O-])=O,36.8,CCCN1C=C[N+](C)=C1,CC([O-])=O,C9H16N2O2,9,16,2,2,0,0,0,0,0,0
